nom_joueur,club,position,minutes_jouées,match_joués,buts,passes_décisives,distance_parcourue_(km),corner_tiré,hors_jeu,dribbles,total_tir,tir_cadré,tir_non_cadré,tir_bloqué,ballons_récupérés,tacles,tacles_réussi,tacles_loupé,joueur_éliminé,fautes_commmies,fautes_subies,carton_jaune,carton_rouge,%_passes_réussies,passes_tentées,passes_réussies,%_transversales_réussies,transversales_tentées,transversales_réussies,coup_franc_tirés,tirs_sauvés,buts_concédés,penalty_sauvé,cleansheets,but_du_pied_droit,but_du_pied_gauche,but_de_la_tête,but_autres_façons,but_intérieur_surface,but_dehors_surface,penaltys
Hudson-Odoi,Chelsea,Milieu,289,5,1,2,32.3,1.0,1.0,15.0,7.0,3.0,0.0,4.0,7.0,2.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,90.2,149.0,134.0,40.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Uribe,Porto,Milieu,289,4,0,0,36.8,0.0,0.0,0.0,3.0,0.0,2.0,1.0,28.0,12.0,4.0,8.0,1.0,6.0,1.0,3.0,0.0,83.5,112.0,96.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De Sciglio,Juventus,Defenseur,286,4,0,1,33.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,5.0,5.0,0.0,4.0,5.0,2.0,0.0,0.0,85.3,144.0,126.0,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M. Olsson,Malmö,Defenseur,284,6,0,0,34.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,17.0,3.0,3.0,0.0,0.0,72.8,105.0,82.0,12.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimarco,Inter,Defenseur,283,7,0,0,36.3,0.0,0.0,0.0,6.0,2.0,2.0,2.0,12.0,2.0,2.0,0.0,7.0,3.0,2.0,1.0,0.0,89.3,158.0,138.0,29.0,37.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capaldo,Salzburg,Milieu,281,7,0,0,36.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,14.0,5.0,9.0,5.0,15.0,8.0,3.0,0.0,66.6,112.0,78.0,25.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peña,Malmö,Milieu,281,5,0,0,32.5,0.0,0.0,0.0,4.0,2.0,1.0,1.0,12.0,11.0,4.0,7.0,2.0,3.0,3.0,1.0,0.0,80.4,170.0,138.0,20.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dzyuba,Zenit,Attaquant,277,6,0,1,31.2,0.0,2.0,1.0,6.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,8.0,1.0,3.0,0.0,0.0,65.8,61.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rakitić,Sevilla,Milieu,276,5,2,1,36.4,7.0,0.0,0.0,7.0,3.0,2.0,2.0,11.0,5.0,1.0,4.0,1.0,6.0,3.0,1.0,0.0,77.6,148.0,124.0,21.0,14.0,3.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0
Larsson,Malmö,Defenseur,275,4,0,0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,6.0,5.0,8.0,2.0,0.0,67.3,86.0,67.0,60.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chukwueze,Villarreal,Milieu,273,9,2,0,37.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,62.3,50.0,37.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Rakip,Malmö,Milieu,273,6,0,0,35.9,0.0,0.0,0.0,3.0,1.0,2.0,0.0,4.0,6.0,3.0,3.0,1.0,12.0,6.0,1.0,0.0,72.2,67.0,48.0,50.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rieder,Young Boys,Milieu,272,6,1,1,38.7,6.0,0.0,2.0,6.0,2.0,1.0,3.0,14.0,8.0,4.0,4.0,3.0,6.0,1.0,0.0,0.0,69.7,98.0,69.0,11.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Rafa Mir,Sevilla,Attaquant,271,6,1,1,36.4,0.0,0.0,1.0,10.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,58.8,46.0,29.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Kampl,Leipzig,Milieu,270,3,0,0,35.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,8.0,4.0,4.0,2.0,5.0,2.0,1.0,0.0,90.7,180.0,165.0,33.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verissimo,Benfica,Defenseur,270,3,0,0,30.2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,23.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,0.0,83.0,111.0,93.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Sakala,Beşiktaş,Defenseur,270,3,0,0,30.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,7.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,81.3,161.0,134.0,41.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kjær,Milan,Defenseur,270,3,0,0,28.6,0.0,0.0,0.0,2.0,1.0,1.0,0.0,16.0,4.0,2.0,2.0,18.0,2.0,1.0,0.0,0.0,88.7,134.0,119.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faivre,Young Boys,Gardien,270,3,0,0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,122.0,100.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tătăruşanu,Milan,Gardien,270,3,0,0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,93.0,83.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maignan,Milan,Gardien,270,3,0,0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,114.0,83.0,0.0,0.0,0.0,11.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trubin,Shakhtar Donetsk,Gardien,270,3,0,0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,94.0,78.0,0.0,0.0,0.0,5.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navas,Paris,Gardien,270,3,0,0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3,101.0,86.0,0.0,0.0,0.0,9.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Von Ballmoos,Young Boys,Gardien,270,3,0,0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,59.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fassnacht,Young Boys,Milieu,269,3,0,0,23.3,0.0,0.0,0.0,8.0,3.0,4.0,1.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,85.7,86.0,73.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Patrick,Shakhtar Donetsk,Milieu,268,4,0,1,37.1,4.0,0.0,5.0,6.0,1.0,1.0,4.0,10.0,2.0,0.0,2.0,1.0,6.0,6.0,0.0,0.0,81.3,153.0,127.0,50.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyatov,Shakhtar Donetsk,Gardien,266,3,0,0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.3,83.0,75.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Juventus,Milieu,264,6,0,0,35.2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,0.0,94.0,293.0,278.0,50.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenan Karaman,Beşiktaş,Attaquant,264,5,0,0,33.7,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,65.0,74.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wijnaldum,Paris,Milieu,261,5,2,0,31.6,0.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,4.0,1.0,4.0,5.0,0.0,0.0,93.4,97.0,89.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Giroud,Milan,Attaquant,261,5,0,0,29.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0,75.6,48.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pjanic,Beşiktaş,Milieu,261,3,0,2,32.7,9.0,0.0,4.0,3.0,0.0,3.0,0.0,16.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,83.3,216.0,182.0,60.0,10.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehmet Topal,Beşiktaş,Milieu,261,3,0,0,29.6,0.0,0.0,0.0,3.0,0.0,0.0,3.0,14.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,86.3,81.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di María,Paris,Attaquant,260,5,0,1,32.1,8.0,1.0,3.0,8.0,2.0,4.0,2.0,12.0,6.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,69.6,154.0,135.0,28.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djimsiti,Atalanta,Defenseur,260,5,0,0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,4.0,1.0,8.0,3.0,1.0,0.0,0.0,83.0,191.0,160.0,100.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dia,Villarreal,Attaquant,258,8,1,0,33.3,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,54.4,46.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Steffen,Wolfsburg,Milieu,258,5,2,0,31.1,0.0,0.0,0.0,5.0,2.0,2.0,1.0,6.0,3.0,2.0,1.0,6.0,5.0,4.0,2.0,0.0,74.8,84.0,66.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Onana,LOSC,Milieu,257,8,0,0,34.9,0.0,0.0,0.0,2.0,0.0,1.0,1.0,17.0,7.0,6.0,1.0,3.0,1.0,3.0,0.0,0.0,82.8,95.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashford,Man. United,Attaquant,257,5,1,0,29.5,0.0,0.0,0.0,10.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,78.4,110.0,91.0,20.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Kuzyaev,Zenit,Milieu,257,4,1,0,31.7,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,5.0,3.0,4.0,0.0,0.0,90.0,79.0,71.0,66.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Marcos Antônio,Shakhtar Donetsk,Milieu,256,5,0,0,36.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,94.4,234.0,224.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dybala,Juventus,Attaquant,255,5,3,1,30.6,2.0,0.0,8.0,12.0,5.0,7.0,0.0,7.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,87.0,178.0,156.0,11.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0
Weah,LOSC,Attaquant,255,5,0,0,29.4,0.0,0.0,0.0,5.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,81.0,66.0,51.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meraş,Beşiktaş,Defenseur,253,3,0,0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0,80.7,88.0,71.0,50.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krunić,Milan,Milieu,252,4,0,0,30.6,0.0,0.0,0.0,2.0,0.0,2.0,0.0,11.0,3.0,2.0,1.0,1.0,3.0,8.0,0.0,0.0,88.5,90.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iličić,Atalanta,Milieu,249,4,1,1,29.3,2.0,2.0,13.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,3.0,0.0,1.0,11.0,0.0,0.0,78.0,130.0,101.0,57.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Nico González,Barcelona,Milieu,247,4,0,0,33.6,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,6.0,3.0,3.0,1.0,6.0,3.0,1.0,0.0,90.0,143.0,129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric García,Barcelona,Defenseur,247,4,0,0,29.7,0.0,0.0,0.0,2.0,0.0,1.0,1.0,14.0,3.0,1.0,2.0,4.0,6.0,1.0,3.0,1.0,97.5,203.0,197.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Werner,Chelsea,Attaquant,246,5,4,2,29.8,0.0,1.0,10.0,10.0,5.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,71.0,58.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Gudmundsson,LOSC,Defenseur,243,4,0,0,29.1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,10.0,2.0,2.0,0.0,4.0,2.0,7.0,1.0,0.0,70.0,76.0,53.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierro,Young Boys,Milieu,240,5,1,0,28.5,0.0,0.0,0.0,5.0,3.0,1.0,1.0,10.0,1.0,0.0,1.0,7.0,5.0,0.0,2.0,0.0,72.4,114.0,86.0,60.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
André Almeida,Benfica,Defenseur,236,5,0,0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,2.0,4.0,8.0,2.0,5.0,0.0,0.0,86.4,103.0,82.0,33.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Šeško,Salzburg,Attaquant,234,6,0,0,32.1,0.0,0.0,0.0,6.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,67.3,58.0,40.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolisso,Bayern,Milieu,234,4,0,1,31.3,0.0,0.0,0.0,4.0,2.0,2.0,0.0,15.0,3.0,2.0,1.0,2.0,5.0,3.0,0.0,0.0,86.8,197.0,178.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalot,Man. United,Defenseur,233,3,0,0,21.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,9.0,2.0,0.0,2.0,10.0,5.0,0.0,1.0,0.0,80.3,135.0,115.0,33.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klaassen,Ajax,Milieu,232,7,1,1,33.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,76.7,108.0,94.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Adamu,Salzburg,Attaquant,231,8,1,0,32.6,0.0,0.0,0.0,4.0,2.0,0.0,2.0,6.0,8.0,2.0,6.0,0.0,10.0,2.0,0.0,0.0,60.4,59.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Dest,Barcelona,Defenseur,230,4,0,0,30.2,0.0,0.0,0.0,3.0,1.0,1.0,1.0,11.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,85.5,109.0,95.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suso,Sevilla,Attaquant,228,4,0,0,25.2,0.0,0.0,0.0,8.0,2.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,82.0,99.0,81.0,23.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herrera,Atlético,Milieu,226,4,0,0,30.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,4.0,1.0,3.0,1.0,6.0,2.0,2.0,0.0,82.3,121.0,102.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stepanenko,Shakhtar Donetsk,Milieu,225,4,0,0,30.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,1.0,3.0,3.0,7.0,0.0,0.0,0.0,94.3,146.0,137.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diawara,Malmö,Gardien,225,3,0,0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,66.0,48.0,0.0,0.0,0.0,4.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moi Gómez,Villarreal,Milieu,222,6,0,1,32.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,83.2,83.0,62.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rieks,Malmö,Milieu,222,3,1,0,27.8,0.0,0.0,0.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,2.0,8.0,1.0,1.0,1.0,0.0,79.3,68.0,55.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pašalić,Atalanta,Milieu,220,5,1,1,30.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,7.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,79.6,71.0,57.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Trippier,Atlético,Defenseur,220,3,0,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,73.3,95.0,70.0,20.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mingueza,Barcelona,Defenseur,219,5,0,0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,89.0,140.0,119.0,18.0,11.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bozdoğan,Beşiktaş,Milieu,219,4,0,0,28.3,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,74.8,52.0,39.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Santos,Sporting CP,Attaquant,218,7,1,0,28.9,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,60.1,72.0,49.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Vitinha,Porto,Milieu,218,6,0,0,31.1,0.0,0.0,0.0,4.0,1.0,0.0,3.0,12.0,4.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,89.8,142.0,127.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalulu,Milan,Defenseur,216,5,0,1,26.6,0.0,0.0,1.0,2.0,1.0,1.0,0.0,10.0,5.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,68.8,79.0,57.0,50.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dahoud,Dortmund,Milieu,212,4,0,2,28.2,7.0,1.0,3.0,6.0,1.0,1.0,4.0,11.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,86.0,141.0,117.0,60.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corona,Porto,Attaquant,212,4,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,4.0,5.0,3.0,4.0,1.0,0.0,77.0,76.0,55.0,28.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nianzou,Bayern,Milieu,212,4,0,0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,2.0,2.0,1.0,6.0,2.0,1.0,0.0,94.5,199.0,192.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pessina,Atalanta,Milieu,211,4,1,0,29.4,0.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,74.3,100.0,78.0,33.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Koopmeiners,Atalanta,Milieu,210,5,0,1,28.9,8.0,0.0,1.0,4.0,0.0,1.0,3.0,7.0,4.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,57.8,135.0,106.0,25.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Szoboszlai,Leipzig,Milieu,209,4,2,0,26.9,0.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,79.8,105.0,85.0,44.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
Marlos,Shakhtar Donetsk,Milieu,206,6,0,0,25.4,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,91.2,126.0,110.0,50.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugarte,Sporting CP,Milieu,205,4,0,0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,4.0,1.0,7.0,8.0,1.0,0.0,84.0,74.0,65.0,50.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yakhshiboev,Sheriff,Attaquant,205,3,1,0,27.9,0.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,4.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,52.7,37.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Munir,Sevilla,Attaquant,204,4,0,0,26.4,0.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,80.5,49.0,41.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van de Beek,Man. United,Milieu,204,4,0,0,23.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,8.0,3.0,5.0,3.0,4.0,2.0,1.0,0.0,82.3,117.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
